37.874374,-122.258834,4/2/2018,17:33:55.00
37.874374,-122.258827,4/2/2018,17:33:56.00
37.874374,-122.258827,4/2/2018,17:33:56.00
37.874374,-122.258827,4/2/2018,17:33:57.00
37.874374,-122.258827,4/2/2018,17:33:57.00
37.874374,-122.258827,4/2/2018,17:33:57.00
37.874256,-122.258949,4/2/2018,18:09:26.00
37.874252,-122.258956,4/2/2018,18:09:29.00
37.874252,-122.258956,4/2/2018,18:09:29.00
37.874252,-122.258956,4/2/2018,18:09:29.00
37.874256,-122.258956,4/2/2018,18:09:31.00
37.874256,-122.258956,4/2/2018,18:09:31.00
37.874256,-122.258956,4/2/2018,18:09:31.00
37.874256,-122.258956,4/2/2018,18:09:31.00
37.874256,-122.258956,4/2/2018,18:09:31.00
37.874252,-122.258956,4/2/2018,18:09:32.00
37.874252,-122.258956,4/2/2018,18:09:32.00
37.874332,-122.258949,4/2/2018,18:10:25.00
37.874332,-122.258949,4/2/2018,18:10:25.00
37.874332,-122.258949,4/2/2018,18:10:25.00
